date,ticker,open,high,low,close,volume
2025-04-18,AAA,108.93,109.25,108.91,109.22,902259
2025-04-21,AAA,109.22,111.97,108.88,111.62,696228
2025-04-22,AAA,111.62,112.25,111.25,111.88,1127865
2025-04-23,AAA,111.88,111.95,110.99,111.05,1075748
2025-04-24,AAA,111.05,112.74,110.38,112.07,949824
2025-04-25,AAA,112.07,112.43,111.23,111.59,1264818
2025-04-28,AAA,111.59,112.81,110.89,112.1,1137679
2025-04-29,AAA,112.1,115.13,111.52,114.53,772094
2025-04-30,AAA,114.53,115.26,113.31,114.04,893849
2025-05-01,AAA,114.04,115.04,113.6,114.6,860960
2025-05-02,AAA,114.6,116.46,112.73,114.59,846341
2025-05-05,AAA,114.59,115.3,113.64,114.36,1244861
2025-05-06,AAA,114.36,114.61,112.53,112.78,1019611
2025-05-07,AAA,112.78,115.28,111.97,114.46,1174474
2025-05-08,AAA,114.46,115.09,113.9,114.53,1069315
2025-05-09,AAA,114.53,115.16,114.19,114.81,1010470
2025-05-12,AAA,114.81,114.88,114.37,114.43,1099319
2025-05-13,AAA,114.43,117.02,113.72,116.3,1319955
2025-05-14,AAA,116.3,116.39,114.0,114.09,1088247
2025-05-15,AAA,114.09,114.82,113.73,114.47,968781
2025-05-16,AAA,114.47,114.8,113.62,113.96,1127440
2025-05-19,AAA,113.96,114.82,113.57,114.42,1134939
2025-05-20,AAA,114.42,115.3,113.96,114.83,1094444
2025-05-21,AAA,114.83,115.15,113.62,113.94,1112094
2025-05-22,AAA,113.94,114.7,113.93,114.69,1017599
2025-05-23,AAA,114.69,116.56,114.35,116.21,1082064
2025-05-26,AAA,116.21,116.34,115.91,116.04,1164816
2025-05-27,AAA,116.04,117.53,115.56,117.05,1195821
2025-05-28,AAA,117.05,117.54,116.65,117.14,953459
2025-05-29,AAA,117.14,117.65,117.06,117.57,1014549
2025-05-30,AAA,117.57,118.82,117.09,118.33,1313858
2025-06-02,AAA,118.33,119.05,116.49,117.2,1173716
2025-06-03,AAA,117.2,118.56,116.84,118.19,1094251
2025-06-04,AAA,118.19,118.76,117.66,118.23,1011370
2025-06-05,AAA,118.23,118.81,116.92,117.49,977941
2025-06-06,AAA,117.49,117.68,116.39,116.58,1061939
2025-06-09,AAA,116.58,117.06,115.5,115.98,1036553
2025-06-10,AAA,115.98,116.62,115.69,116.32,929344
2025-06-11,AAA,116.32,117.5,115.48,116.65,788880
2025-06-12,AAA,116.65,116.78,115.75,115.87,1046636
2025-06-13,AAA,115.87,118.14,115.37,117.64,976009
2025-06-16,AAA,117.64,118.26,117.05,117.68,997223
2025-06-17,AAA,117.68,117.86,117.2,117.39,875915
2025-06-18,AAA,117.39,118.97,116.49,118.06,983685
2025-06-19,AAA,118.06,119.01,117.66,118.6,939816
2025-06-20,AAA,118.6,118.93,118.59,118.92,1014651
2025-06-23,AAA,118.92,118.94,118.05,118.06,1074699
2025-06-24,AAA,118.06,120.41,117.49,119.83,1322977
2025-06-25,AAA,119.83,120.36,118.45,118.97,1027501
2025-06-26,AAA,118.97,122.13,118.49,121.64,874041
2025-06-27,AAA,121.64,122.93,119.69,120.97,921136
2025-06-30,AAA,120.97,121.06,120.02,120.11,1051263
2025-07-01,AAA,120.11,123.01,119.54,122.43,913464
2025-07-02,AAA,122.43,122.73,121.09,121.39,801965
2025-07-03,AAA,121.39,124.4,120.67,123.67,929623
2025-07-04,AAA,123.67,124.51,120.79,121.61,982819
2025-07-07,AAA,121.61,124.16,120.64,123.18,910093
2025-07-08,AAA,123.18,123.28,123.15,123.25,932490
2025-07-09,AAA,123.25,124.74,122.59,124.08,978643
2025-07-10,AAA,124.08,124.61,123.76,124.29,1106742
2025-07-11,AAA,124.29,125.24,122.01,122.95,1191651
2025-07-14,AAA,122.95,123.89,122.49,123.42,1232672
2025-07-15,AAA,123.42,124.36,122.7,123.63,1010127
2025-07-16,AAA,123.63,127.35,122.54,126.24,962655
2025-07-17,AAA,126.24,127.94,125.83,127.53,1205294
2025-07-18,AAA,127.53,127.96,125.93,126.36,1158763
2025-07-21,AAA,126.36,127.11,123.47,124.2,694115
2025-07-22,AAA,124.2,124.65,123.48,123.93,1225353
2025-07-23,AAA,123.93,125.09,122.92,124.08,792984
2025-07-24,AAA,124.08,124.12,122.0,122.03,1057609
2025-07-25,AAA,122.03,123.31,120.77,122.05,986631
2025-07-28,AAA,122.05,122.46,120.12,120.52,1054989
2025-07-29,AAA,120.52,120.83,119.14,119.45,841117
2025-07-30,AAA,119.45,120.02,118.86,119.43,852141
2025-07-31,AAA,119.43,120.41,119.12,120.1,881069
2025-08-01,AAA,120.1,120.72,119.41,120.03,916952
2025-08-04,AAA,120.03,121.21,117.48,118.65,1005289
2025-08-05,AAA,118.65,118.78,117.75,117.88,983150
2025-08-06,AAA,117.88,118.24,117.32,117.68,1113626
2025-08-07,AAA,117.68,118.02,116.77,117.11,958742
2025-08-08,AAA,117.11,118.0,113.61,114.47,1205031
2025-08-11,AAA,114.47,116.56,114.33,116.41,1086483
2025-08-12,AAA,116.41,118.63,114.62,116.83,1167936
2025-08-13,AAA,116.83,117.39,116.19,116.74,759033
2025-08-14,AAA,116.74,117.48,116.3,117.04,786661
2025-08-15,AAA,117.04,117.67,115.71,116.34,1253071
2025-08-18,AAA,116.34,117.43,116.34,117.43,1221991
2025-08-19,AAA,117.43,118.08,116.92,117.57,1228468
2025-08-20,AAA,117.57,118.88,116.96,118.27,971449
2025-08-21,AAA,118.27,119.08,116.48,117.29,1138926
2025-08-22,AAA,117.29,120.43,116.47,119.59,1084445
2025-08-25,AAA,119.59,119.88,118.58,118.87,911140
2025-08-26,AAA,118.87,118.9,117.87,117.9,875357
2025-08-27,AAA,117.9,118.31,117.87,118.28,964157
2025-08-28,AAA,118.28,118.62,116.93,117.27,1113308
2025-08-29,AAA,117.27,118.49,116.69,117.91,1014899
2025-09-01,AAA,117.91,119.85,116.93,118.86,1081504
2025-09-02,AAA,118.86,119.2,117.79,118.13,885511
2025-09-03,AAA,118.13,119.09,115.11,116.06,1007212
2025-09-04,AAA,116.06,116.94,115.53,116.42,1095788
2025-09-05,AAA,116.42,116.45,114.5,114.54,818347
2025-09-08,AAA,114.54,114.57,113.82,113.85,870937
2025-09-09,AAA,113.85,114.42,112.9,113.47,913466
2025-09-10,AAA,113.47,115.12,112.83,114.47,1079470
2025-09-11,AAA,114.47,117.62,113.06,116.18,880465
2025-09-12,AAA,116.18,117.03,116.06,116.91,1055671
2025-09-15,AAA,116.91,116.96,116.21,116.26,976648
2025-09-16,AAA,116.26,117.83,116.11,117.68,1050640
2025-09-17,AAA,117.68,117.97,116.97,117.25,935116
2025-09-18,AAA,117.25,118.02,117.01,117.77,1043466
2025-09-19,AAA,117.77,120.8,117.26,120.28,951096
2025-09-22,AAA,120.28,122.03,120.03,121.78,694281
2025-09-23,AAA,121.78,122.92,119.49,120.62,947272
2025-09-24,AAA,120.62,121.71,119.6,120.7,1049039
2025-09-25,AAA,120.7,121.2,119.99,120.49,668329
2025-09-26,AAA,120.49,121.3,120.03,120.84,778212
2025-09-29,AAA,120.84,122.49,120.63,122.28,937706
2025-09-30,AAA,122.28,124.51,120.89,123.12,1027279
2025-10-01,AAA,123.12,123.77,122.83,123.48,872523
2025-10-02,AAA,123.48,125.1,122.95,124.57,1010734
2025-10-03,AAA,124.57,124.87,123.74,124.04,1050049
2025-10-06,AAA,124.04,125.71,123.72,125.39,959518
2025-10-07,AAA,125.39,125.66,123.95,124.22,1056595
2025-10-08,AAA,124.22,125.8,123.65,125.22,1130440
2025-10-09,AAA,125.22,127.25,124.96,126.98,1281519
2025-10-10,AAA,126.98,127.77,125.28,126.06,733191
2025-10-13,AAA,126.06,128.43,125.65,128.01,991662
2025-10-14,AAA,128.01,129.16,127.29,128.44,1366862
2025-10-15,AAA,128.44,128.74,128.37,128.67,1108864
2025-10-16,AAA,128.67,129.49,128.52,129.35,881428
2025-10-17,AAA,129.35,131.25,128.13,130.02,1201813
2025-10-20,AAA,130.02,132.5,129.69,132.16,851559
2025-10-21,AAA,132.16,132.2,132.02,132.06,1164128
2025-10-22,AAA,132.06,133.07,128.9,129.89,976298
2025-10-23,AAA,129.89,130.55,128.75,129.4,751771
2025-10-24,AAA,129.4,130.58,129.35,130.53,806505
2025-10-27,AAA,130.53,130.75,128.69,128.91,1250353
2025-10-28,AAA,128.91,129.88,127.67,128.64,963138
2025-10-29,AAA,128.64,130.37,126.62,128.35,991855
2025-10-30,AAA,128.35,128.8,127.67,128.12,1277343
2025-10-31,AAA,128.12,129.8,127.95,129.62,834021
2025-11-03,AAA,129.62,133.06,129.59,133.03,1002089
2025-11-04,AAA,133.03,133.19,132.89,133.06,978345
2025-11-05,AAA,133.06,133.42,132.0,132.36,995087
2025-11-06,AAA,132.36,132.83,131.24,131.71,1015964
2025-11-07,AAA,131.71,132.7,130.45,131.44,602354
2025-11-10,AAA,131.44,133.77,130.62,132.94,688991
2025-11-11,AAA,132.94,133.19,132.31,132.55,788873
2025-11-12,AAA,132.55,133.29,130.86,131.59,1262840
2025-11-13,AAA,131.59,133.73,130.75,132.88,1108250
2025-11-14,AAA,132.88,133.23,131.1,131.45,1073406
2025-11-17,AAA,131.45,131.92,129.45,129.91,963951
2025-11-18,AAA,129.91,130.37,129.03,129.49,1066639
2025-11-19,AAA,129.49,130.24,128.34,129.08,837840
2025-11-20,AAA,129.08,130.33,128.7,129.94,953568
2025-11-21,AAA,129.94,131.25,129.13,130.43,1138604
2025-11-24,AAA,130.43,130.77,129.92,130.26,1157351
2025-11-25,AAA,130.26,131.17,128.49,129.4,766505
2025-11-26,AAA,129.4,131.09,128.58,130.25,1263219
2025-11-27,AAA,130.25,131.36,126.52,127.61,1031652
2025-11-28,AAA,127.61,127.95,127.2,127.55,1059870
2025-12-01,AAA,127.55,128.27,126.84,127.56,1017134
2025-12-02,AAA,127.56,128.05,127.33,127.82,991458
2025-12-03,AAA,127.82,129.37,126.73,128.28,797772
2025-12-04,AAA,128.28,129.4,128.17,129.29,972402
2025-12-05,AAA,129.29,129.61,129.07,129.38,919036
2025-12-08,AAA,129.38,129.51,128.31,128.44,853244
2025-12-09,AAA,128.44,130.13,127.35,129.03,1154373
2025-12-10,AAA,129.03,129.87,128.86,129.7,1147403
2025-12-11,AAA,129.7,132.6,129.04,131.93,723868
2025-12-12,AAA,131.93,132.34,129.9,130.31,1003913
2025-12-15,AAA,130.31,131.52,129.83,131.04,1028015
2025-12-16,AAA,131.04,131.45,129.72,130.12,789000
2025-01-01,BBB,50.0,50.61,48.57,49.17,853619
2025-01-02,BBB,49.17,50.53,48.75,50.1,1394857
2025-01-03,BBB,50.1,50.63,50.02,50.55,871246
2025-01-06,BBB,50.55,51.45,50.28,51.18,1018301
2025-01-07,BBB,51.18,53.59,51.14,53.54,1172390
2025-01-08,BBB,53.54,53.56,52.85,52.86,1265620
2025-01-09,BBB,52.86,53.73,51.42,52.27,1106162
2025-01-10,BBB,52.27,52.57,51.44,51.74,1145883
2025-01-13,BBB,51.74,53.06,51.01,52.32,890929
2025-01-14,BBB,52.32,52.35,52.05,52.08,1093100
2025-01-15,BBB,52.08,52.88,51.46,52.25,1057029
2025-01-16,BBB,52.25,53.09,51.99,52.83,1162117
2025-01-17,BBB,52.83,53.84,52.61,53.62,989475
2025-01-20,BBB,53.62,53.83,51.81,52.02,1031153
2025-01-21,BBB,52.02,52.87,51.42,52.27,837841
2025-01-22,BBB,52.27,53.28,52.25,53.26,1102225
2025-01-23,BBB,53.26,53.3,53.25,53.29,1140742
2025-01-24,BBB,53.29,53.33,52.75,52.79,930658
2025-01-27,BBB,52.79,52.94,52.23,52.38,1033320
2025-01-28,BBB,52.38,52.97,51.34,51.93,865808
2025-01-29,BBB,51.93,52.13,51.55,51.75,1217046
2025-01-30,BBB,51.75,52.42,51.27,51.94,777165
2025-01-31,BBB,51.94,52.6,51.52,52.19,1012342
2025-02-03,BBB,52.19,53.44,51.94,53.19,1211402
2025-02-04,BBB,53.19,55.57,53.01,55.39,933174
2025-02-05,BBB,55.39,57.65,54.6,56.84,921570
2025-02-06,BBB,56.84,56.98,56.26,56.41,798332
2025-02-07,BBB,56.41,56.92,54.97,55.47,884830
2025-02-10,BBB,55.47,55.59,55.32,55.44,1232575
2025-02-11,BBB,55.44,55.93,53.96,54.44,967901
2025-02-12,BBB,54.44,54.77,54.07,54.4,831591
2025-02-13,BBB,54.4,54.85,54.31,54.77,1073867
2025-02-14,BBB,54.77,56.27,53.56,55.05,904339
2025-02-17,BBB,55.05,55.36,54.22,54.53,916678
2025-02-18,BBB,54.53,55.11,53.33,53.9,1213075
2025-02-19,BBB,53.9,54.31,52.95,53.35,1070712
2025-02-20,BBB,53.35,53.65,52.52,52.82,1030438
2025-02-21,BBB,52.82,53.55,50.66,51.38,1269381
2025-02-24,BBB,51.38,51.56,50.63,50.81,1042879
2025-02-25,BBB,50.81,51.42,50.51,51.12,1301530
2025-02-26,BBB,51.12,51.48,50.59,50.95,793102
2025-02-27,BBB,50.95,50.97,50.27,50.28,1269183
2025-02-28,BBB,50.28,50.39,49.72,49.82,997536
2025-03-03,BBB,49.82,52.04,48.68,50.88,920369
2025-03-04,BBB,50.88,51.36,49.96,50.43,1102283
2025-03-05,BBB,50.43,52.38,50.17,52.11,946106
2025-03-06,BBB,52.11,53.19,51.59,52.66,1123072
2025-03-07,BBB,52.66,53.65,52.16,53.14,1175394
2025-03-10,BBB,53.14,54.78,52.83,54.47,974932
2025-03-11,BBB,54.47,55.2,53.87,54.61,877459
2025-03-12,BBB,54.61,55.17,54.42,54.97,1004311
2025-03-13,BBB,54.97,56.33,54.88,56.24,1006965
2025-03-14,BBB,56.24,56.62,54.49,54.86,1096822
2025-03-17,BBB,54.86,57.16,54.71,57.0,1032872
2025-03-18,BBB,57.0,58.07,56.19,57.25,985705
2025-03-19,BBB,57.25,57.86,56.94,57.54,1027991
2025-03-20,BBB,57.54,57.64,56.98,57.08,1161044
2025-03-21,BBB,57.08,57.15,55.96,56.02,894981
2025-03-24,BBB,56.02,58.01,55.26,57.23,916161
2025-03-25,BBB,57.23,58.43,56.42,57.62,990137
2025-03-26,BBB,57.62,58.59,56.08,57.04,782797
2025-03-27,BBB,57.04,57.27,54.57,54.78,924691
2025-03-28,BBB,54.78,55.13,53.43,53.78,1036570
2025-03-31,BBB,53.78,54.4,52.62,53.23,1130868
2025-04-01,BBB,53.23,53.9,53.18,53.85,1276995
2025-04-02,BBB,53.85,54.59,52.09,52.82,896213
2025-04-03,BBB,52.82,52.93,52.66,52.77,963814
2025-04-04,BBB,52.77,53.71,52.18,53.11,1216564
2025-04-07,BBB,53.11,53.64,52.5,53.03,1051408
2025-04-08,BBB,53.03,53.74,52.76,53.47,1067156
2025-04-09,BBB,53.47,54.73,52.83,54.08,1029478
2025-04-10,BBB,54.08,54.82,54.04,54.77,1216017
2025-04-11,BBB,54.77,55.66,53.23,54.11,993976
2025-04-14,BBB,54.11,54.17,52.65,52.71,897842
2025-04-15,BBB,52.71,53.83,52.4,53.51,933072
2025-04-16,BBB,53.51,53.73,51.48,51.69,636418
2025-04-17,BBB,51.69,52.04,49.87,50.22,1117870
2025-04-18,BBB,50.22,51.04,49.78,50.6,992843
2025-04-21,BBB,50.6,51.13,50.07,50.6,1225509
2025-04-22,BBB,50.6,51.5,50.5,51.4,1004032
2025-04-23,BBB,51.4,52.54,50.45,51.59,962923
2025-04-24,BBB,51.59,52.06,50.5,50.96,957834
2025-04-25,BBB,50.96,52.91,50.66,52.61,914323
2025-04-28,BBB,52.61,53.82,51.94,53.15,1138695
2025-04-29,BBB,53.15,53.52,52.84,53.21,1104733
2025-04-30,BBB,53.21,54.01,52.78,53.58,1095275
2025-05-01,BBB,53.58,54.86,53.32,54.59,1197609
2025-05-02,BBB,54.59,55.81,53.57,54.79,896621
2025-05-05,BBB,54.79,56.6,54.69,56.5,902287
2025-05-06,BBB,56.5,56.66,55.85,56.01,1063624
2025-05-07,BBB,56.01,56.83,55.72,56.54,996346
2025-05-08,BBB,56.54,59.63,55.66,58.72,1065448
2025-05-09,BBB,58.72,58.82,58.65,58.76,1092027
2025-05-12,BBB,58.76,58.89,57.54,57.67,749712
2025-05-13,BBB,57.67,58.43,57.34,58.09,927522
2025-05-14,BBB,58.09,60.39,57.45,59.73,780343
2025-05-15,BBB,59.73,60.54,59.17,59.98,1252589
2025-05-16,BBB,59.98,60.56,58.9,59.48,994223
2025-05-19,BBB,59.48,59.95,58.82,59.3,1097848
2025-05-20,BBB,59.3,60.08,56.85,57.61,1207013
2025-05-21,BBB,57.61,57.82,56.76,56.96,1074104
2025-05-22,BBB,56.96,57.51,56.68,57.23,899256
2025-05-23,BBB,57.23,57.84,56.6,57.21,1081540
2025-05-26,BBB,57.21,57.6,56.43,56.82,572718
2025-05-27,BBB,56.82,58.91,55.93,58.0,945633
2025-05-28,BBB,58.0,58.67,56.17,56.83,1174124
2025-05-29,BBB,56.83,57.01,56.18,56.35,992961
2025-05-30,BBB,56.35,56.87,56.31,56.84,807551
2025-06-02,BBB,56.84,58.11,56.58,57.85,766512
2025-06-03,BBB,57.85,58.64,56.63,57.41,1127533
2025-06-04,BBB,57.41,57.59,56.87,57.05,951754
2025-06-05,BBB,57.05,59.38,56.85,59.18,1064506
2025-06-06,BBB,59.18,60.41,59.05,60.28,961143
2025-06-09,BBB,60.28,60.32,60.03,60.07,994416
2025-06-10,BBB,60.07,60.88,60.04,60.85,1109896
2025-06-11,BBB,60.85,60.89,60.72,60.76,700269
2025-06-12,BBB,60.76,61.96,60.57,61.77,1149701
2025-06-13,BBB,61.77,62.93,57.45,58.55,979061
2025-06-16,BBB,58.55,60.27,58.0,59.71,1091916
2025-06-17,BBB,59.71,60.05,58.25,58.58,1287104
2025-06-18,BBB,58.58,58.7,58.27,58.38,1130510
2025-06-19,BBB,58.38,58.98,58.3,58.9,1054744
2025-06-20,BBB,58.9,61.48,58.87,61.45,1030164
2025-06-23,BBB,61.45,63.23,60.84,62.61,1178054
2025-06-24,BBB,62.61,63.98,61.97,63.33,1245014
2025-06-25,BBB,63.33,63.5,61.86,62.02,886858
2025-06-26,BBB,62.02,62.21,61.77,61.95,1048203
2025-06-27,BBB,61.95,63.33,61.05,62.42,1068030
2025-06-30,BBB,62.42,62.96,61.61,62.15,1178420
2025-07-01,BBB,62.15,62.48,60.45,60.78,1105175
2025-07-02,BBB,60.78,61.53,59.7,60.45,977491
2025-07-03,BBB,60.45,60.68,60.36,60.59,1002336
2025-07-04,BBB,60.59,61.37,58.62,59.39,1239175
2025-07-07,BBB,59.39,59.92,57.96,58.49,676991
2025-07-08,BBB,58.49,59.18,57.12,57.81,1246302
2025-07-09,BBB,57.81,59.23,57.46,58.86,1337865
2025-07-10,BBB,58.86,60.08,58.69,59.9,625089
2025-07-11,BBB,59.9,63.15,59.16,62.37,753190
2025-07-14,BBB,62.37,64.92,61.0,63.52,1207640
2025-07-15,BBB,63.52,64.51,63.18,64.17,1128012
2025-07-16,BBB,64.17,65.21,64.0,65.04,1015630
2025-07-17,BBB,65.04,65.49,64.53,64.97,957898
2025-07-18,BBB,64.97,65.03,62.93,62.99,851711
2025-07-21,BBB,62.99,63.09,61.64,61.74,1208800
2025-07-22,BBB,61.74,63.65,60.87,62.76,851555
2025-07-23,BBB,62.76,64.39,62.21,63.82,966305
2025-07-24,BBB,63.82,65.02,63.27,64.45,1015806
2025-07-25,BBB,64.45,64.8,62.57,62.91,1047967
2025-07-28,BBB,62.91,63.16,60.86,61.1,997054
2025-07-29,BBB,61.1,61.84,60.98,61.71,1204621
2025-07-30,BBB,61.71,62.09,61.47,61.85,1018344
2025-07-31,BBB,61.85,62.48,61.82,62.45,1006088
2025-08-01,BBB,62.45,62.83,61.3,61.67,789609
2025-08-04,BBB,61.67,64.32,60.98,63.61,896064
2025-08-05,BBB,63.61,64.12,62.28,62.79,955757
2025-08-06,BBB,62.79,64.58,62.4,64.2,1041849
2025-08-07,BBB,64.2,65.43,62.01,63.23,821860
2025-08-08,BBB,63.23,63.95,62.87,63.58,1062069
2025-08-11,BBB,63.58,63.66,63.3,63.37,1006571
2025-08-12,BBB,63.37,63.92,62.65,63.2,1331578
2025-08-13,BBB,63.2,63.98,61.8,62.57,986757
2025-08-14,BBB,62.57,65.95,62.12,65.47,1245867
2025-08-15,BBB,65.47,67.79,65.15,67.45,1085347
2025-08-18,BBB,67.45,69.67,67.22,69.43,969462
2025-08-19,BBB,69.43,70.06,68.07,68.7,902608
2025-08-20,BBB,68.7,68.72,67.17,67.19,884504
2025-08-21,BBB,67.19,68.42,66.25,67.47,1049632
2025-08-22,BBB,67.47,69.71,66.26,68.48,1056108
2025-08-25,BBB,68.48,70.76,67.74,70.0,1250885
2025-08-26,BBB,70.0,70.97,69.55,70.52,991634
2025-08-27,BBB,70.52,71.28,70.48,71.23,1080813
2025-08-28,BBB,71.23,71.34,69.95,70.05,787942
2025-08-29,BBB,70.05,70.62,69.34,69.91,889670
2025-09-01,BBB,69.91,72.17,69.23,71.47,1091370
2025-09-02,BBB,71.47,71.67,69.86,70.06,1181964
2025-09-03,BBB,70.06,71.71,68.6,70.24,1058997
2025-09-04,BBB,70.24,70.68,70.05,70.48,1020031
2025-09-05,BBB,70.48,70.93,69.84,70.29,1143505
2025-09-08,BBB,70.29,71.13,68.47,69.3,724569
2025-09-09,BBB,69.3,70.62,68.61,69.93,677066
2025-09-10,BBB,69.93,72.0,68.36,70.42,999089
2025-09-11,BBB,70.42,71.53,70.37,71.48,985166
2025-09-12,BBB,71.48,72.85,71.29,72.66,1040108
2025-09-15,BBB,72.66,73.52,72.23,73.08,1148806
2025-09-16,BBB,73.08,73.58,72.36,72.85,1080476
2025-09-17,BBB,72.85,72.87,71.66,71.68,998632
2025-09-18,BBB,71.68,73.39,71.37,73.08,996245
2025-09-19,BBB,73.08,75.08,72.16,74.15,1083671
2025-09-22,BBB,74.15,75.04,73.28,74.17,840232
2025-09-23,BBB,74.17,74.57,73.35,73.76,971954
2025-09-24,BBB,73.76,74.19,73.41,73.83,989425
2025-09-25,BBB,73.83,74.52,73.79,74.48,703680
2025-09-26,BBB,74.48,74.58,73.13,73.22,818545
2025-09-29,BBB,73.22,75.03,72.21,74.01,1182814
2025-09-30,BBB,74.01,75.01,72.74,73.73,1022300
2025-10-01,BBB,73.73,74.14,72.88,73.28,954629
2025-10-02,BBB,73.28,73.39,72.66,72.77,1024086
2025-10-03,BBB,72.77,73.06,72.48,72.77,1178596
2025-10-06,BBB,72.77,75.01,71.8,74.02,616911
2025-10-07,BBB,74.02,76.19,73.11,75.26,966285
2025-10-08,BBB,75.26,76.48,72.48,73.68,1081219
2025-10-09,BBB,73.68,75.07,73.29,74.68,611343
2025-10-10,BBB,74.68,74.95,73.69,73.95,778163
2025-10-13,BBB,73.95,74.2,73.94,74.19,1086893
2025-10-14,BBB,74.19,75.0,73.54,74.35,1179485
2025-10-15,BBB,74.35,74.37,74.12,74.14,860009
2025-10-16,BBB,74.14,74.73,72.96,73.55,974058
